область, ​17
Татарстан​, 5
область​, 4
область​, 3
область​, 2
область, ​2
Республика​, 2
край​, 2
область, ​1
край​, 1
область, ​1
область​, 1
АО​, 1
край​, 1
край​, 1
Крым, ​1
82 439 человек, по состоянию на 20032020 под, контролем
