Москва, 2560
Московская область, 831
СанктПетербург, 374
Свердловская область, 279
Нижегородская область, 229
Ростовская область, 158
Астраханская область, 153
Красноярский край, 145
Архангельская область, 126
Иркутская область, 116
Тульская область, 111
Республика Дагестан, 110
Калужская область, 108
Брянская область, 106
Ярославская область, 101
Саратовская область, 98
Ульяновская область, 98
Чувашская Республика, 97
Самарская область, 97
Пензенская область, 94
Краснодарский край, 90
Белгородская область, 89
Волгоградская область, 89
Республика Башкортостан, 89
Новосибирская область, 89
Рязанская область, 87
ХантыМансийский АО, 85
КабардиноБалкарская Республика, 83
Смоленская область, 82
Алтайский край, 81
Республика Саха (Якутия), 81
Ставропольский край, 79
Республика Тыва, 78
Курская область, 74
Тамбовская область, 72
Новгородская область, 70
Владимирская область, 69
Республика Бурятия, 66
Хабаровский край, 65
Кировская область, 64
Липецкая область, 63
Республика Татарстан, 62
Республика Северная Осетия, 60
Орловская область, 59
Омская область, 59
Забайкальский край, 59
Ленинградская область, 58
Воронежская область, 55
Тверская область, 53
Приморский край, 49
Республика Ингушетия, 45
Челябинская область, 45
Оренбургская область, 44
Калининградская область, 43
Пермский край, 43
Республика Марий Эл, 39
ЯмалоНенецкий АО, 38
Тюменская область, 37
Ивановская область, 36
Мурманская область, 36
Республика Мордовия, 34
Камчатский край, 31
Амурская область, 30
Томская область, 29
Псковская область, 26
КарачаевоЧеркесская Республика, 26
Республика Адыгея, 25
Республика Калмыкия, 24
Республика Хакасия, 24
Вологодская область, 22
Чеченская Республика, 22
Удмуртская Республика, 19
Республика Карелия, 16
Республика Крым, 14
Костромская область, 13
Кемеровская область, 12
Республика Алтай, 7
Республика Коми, 6
Курганская область, 4
Чукотский АО, 2
Севастополь, 2
Сахалинская область, 1
Еврейская АО, 1
