Москва, 448
Московская область, 34
Краснодарский край, 17
Пензенская область, 11
Ленинградская область, 10
ЯмалоНенецкий АО, 10
СанктПетербург, 9
ХантыМансийский АО, 8
Республика Татарстан, 6
Республика Калмыкия, 5
Тюменская область, 5
Саратовская область, 4
Липецкая область, 3
Астраханская область, 3
Кировская область, 3
Еврейская АО, 3
Брянская область, 2
Ивановская область, 2
Чеченская Республика, 2
Челябинская область, 2
Приморский край, 2
Республика Крым, 2
Курская область, 1
Рязанская область, 1
Тверская область, 1
Архангельская область, 1
Республика Ингушетия, 1
Пермский край, 1
Свердловская область, 1
Республика Бурятия, 1
Иркутская область, 1
Хабаровский край, 1
