Москва, 5714
Московская область, 822
СанктПетербург, 226
Нижегородская область, 174
Свердловская область, 133
Республика Дагестан, 128
Мурманская область, 127
ЯмалоНенецкий АО, 108
Краснодарский край, 97
Калужская область, 92
Республика Северная Осетия, 91
Республика Татарстан, 91
Ростовская область, 90
Рязанская область, 89
Приморский край, 88
Челябинская область, 86
КабардиноБалкарская Республика, 81
Саратовская область, 78
Орловская область, 75
Тульская область, 75
Тамбовская область, 67
Курская область, 65
Новосибирская область, 65
Волгоградская область, 62
Республика Мордовия, 56
Ленинградская область, 53
Чувашская Республика, 49
Владимирская область, 48
Республика Ингушетия, 48
Липецкая область, 47
Красноярский край, 45
Калининградская область, 42
ХантыМансийский АО, 41
Ярославская область, 40
Белгородская область, 39
Брянская область, 37
Ставропольский край, 36
Республика Башкортостан, 34
Республика Бурятия, 34
Республика Марий Эл, 33
Ивановская область, 32
Чеченская Республика, 32
Воронежская область, 31
Астраханская область, 31
Хабаровский край, 31
Пензенская область, 30
Омская область, 30
Тверская область, 29
Оренбургская область, 28
Тюменская область, 28
Новгородская область, 27
Кировская область, 26
Иркутская область, 23
Алтайский край, 21
Республика Саха (Якутия), 20
Томская область, 19
Псковская область, 18
Удмуртская Республика, 18
Пермский край, 18
Самарская область, 17
Забайкальский край, 17
Республика Коми, 16
Ульяновская область, 16
Республика Хакасия, 16
Магаданская область, 15
Смоленская область, 14
Амурская область, 14
Костромская область, 12
КарачаевоЧеркесская Республика, 12
Камчатский край, 8
Вологодская область, 7
г Севастополь, 7
Архангельская область, 6
Республика Крым, 6
Республика Адыгея, 5
Республика Тыва, 4
Курганская область, 3
Еврейская АО, 3
Республика Карелия, 2
Республика Калмыкия, 1
Республика Алтай, 1
Сахалинская область, 1
Чукотский АО, 1
