Москва, 857
Московская область, 199
СанктПетербург, 44
Брянская область, 40
Республика Коми, 31
Владимирская область, 24
Краснодарский край, 20
Ленинградская область, 18
Астраханская область, 16
Ивановская область, 13
Республика Дагестан, 13
Тульская область, 12
Курская область, 10
Архангельская область, 10
Республика Татарстан, 9
Пермский край, 9
Вологодская область, 8
Республика Калмыкия, 8
Кировская область, 8
Тверская область, 7
Новгородская область, 7
Республика Северная Осетия, 7
Нижегородская область, 7
Республика Башкортостан, 6
Орловская область, 5
Новосибирская область, 5
Приморский край, 5
Липецкая область, 4
Смоленская область, 4
Республика Мордовия, 4
Саратовская область, 4
Республика Бурятия, 4
Костромская область, 3
Калининградская область, 3
Ставропольский край, 3
Ростовская область, 3
Свердловская область, 3
Алтайский край, 3
Иркутская область, 3
Камчатский край, 3
Республика Крым, 3
Ярославская область, 2
Псковская область, 2
Чувашская Республика, 2
Ульяновская область, 2
Челябинская область, 2
Мурманская область, 1
КарачаевоЧеркесская Республика, 1
Республика Марий Эл, 1
Тюменская область, 1
