Москва, 2054
Московская область, 774
СанктПетербург, 383
Свердловская область, 268
Нижегородская область, 228
Ростовская область, 154
Красноярский край, 147
Архангельская область, 127
Республика Дагестан, 124
Волгоградская область, 111
Воронежская область, 110
Тульская область, 110
Брянская область, 109
ХантыМансийский АО, 104
Самарская область, 97
Саратовская область, 97
Новосибирская область, 96
Республика Саха (Якутия), 94
Калужская область, 93
Омская область, 87
Пензенская область, 86
Ярославская область, 84
КабардиноБалкарская Республика, 83
Челябинская область, 82
Чувашская Республика, 81
Смоленская область, 80
Ставропольский край, 80
Белгородская область, 79
Республика Башкортостан, 79
Алтайский край, 79
Рязанская область, 77
Краснодарский край, 76
Ульяновская область, 75
Тамбовская область, 73
Липецкая область, 70
Курская область, 68
Хабаровский край, 63
Иркутская область, 62
Владимирская область, 61
Республика Татарстан, 60
Ивановская область, 59
Орловская область, 59
Вологодская область, 59
Республика Тыва, 58
Кировская область, 57
Приморский край, 57
Оренбургская область, 54
Забайкальский край, 53
Тверская область, 52
Республика Северная Осетия, 52
Ленинградская область, 51
Республика Бурятия, 51
Республика Коми, 50
Республика Ингушетия, 49
Республика Мордовия, 49
ЯмалоНенецкий АО, 47
Мурманская область, 46
Новгородская область, 45
Пермский край, 44
Псковская область, 42
КарачаевоЧеркесская Республика, 42
Республика Марий Эл, 41
Костромская область, 39
Калининградская область, 38
Тюменская область, 30
Республика Калмыкия, 29
Томская область, 27
Камчатский край, 25
Республика Адыгея, 24
Удмуртская Республика, 24
Чеченская Республика, 22
Республика Хакасия, 22
Амурская область, 19
Республика Карелия, 18
Астраханская область, 18
Кемеровская область, 18
Курганская область, 7
Еврейская АО, 7
Республика Крым, 6
Республика Алтай, 4
Сахалинская область, 4
Чукотский АО, 3
Ненецкий АО, 2
Магаданская область, 2
Севастополь, 1
