Москва, 2957
Московская область, 611
СанктПетербург, 253
Республика Дагестан, 113
Нижегородская область, 94
Краснодарский край, 84
Ростовская область, 64
Калужская область, 61
Мурманская область, 60
Челябинская область, 57
Орловская область, 47
Рязанская область, 46
Тульская область, 44
Самарская область, 44
Чувашская Республика, 43
Владимирская область, 42
Ярославская область, 42
Новосибирская область, 41
Хабаровский край, 41
Ленинградская область, 39
Республика Мордовия, 39
Республика Ингушетия, 38
Курская область, 37
Кировская область, 36
Брянская область, 35
Тамбовская область, 35
Приморский край, 35
Республика Северная Осетия, 33
Республика Башкортостан, 33
Свердловская область, 33
Пермский край, 31
Воронежская область, 30
Тверская область, 29
Республика Марий Эл, 29
Оренбургская область, 28
Белгородская область, 26
Ставропольский край, 26
Липецкая область, 25
КабардиноБалкарская Республика, 25
КарачаевоЧеркесская Республика, 25
Ульяновская область, 25
ЯмалоНенецкий АО, 23
Красноярский край, 22
Астраханская область, 21
Волгоградская область, 21
Пензенская область, 21
Калининградская область, 18
Чеченская Республика, 18
Удмуртская Республика, 17
Костромская область, 16
Саратовская область, 16
Тюменская область, 16
Псковская область, 15
Архангельская область, 14
Новгородская область, 14
Республика Татарстан, 14
Еврейская АО, 14
Смоленская область, 11
Республика Коми, 11
Республика Калмыкия, 10
Вологодская область, 9
Кемеровская область, 9
Забайкальский край, 9
Республика Саха (Якутия), 9
Ивановская область, 8
Алтайский край, 8
Томская область, 7
Камчатский край, 6
Иркутская область, 5
Чукотский АО, 5
Республика Бурятия, 4
Республика Адыгея, 3
Республика Хакасия, 3
Амурская область, 3
Республика Карелия, 2
Курганская область, 2
ХантыМансийский АО, 2
Магаданская область, 2
Республика Крым, 2
Республика Тыва, 1
Омская область, 1
Сахалинская область, 1
