Москва, 3190
Московская область, 846
СанктПетербург, 363
Ростовская область, 353
Нижегородская область, 211
Свердловская область, 171
Красноярский край, 148
Республика Дагестан, 127
Калужская область, 125
Ярославская область, 115
Волгоградская область, 107
Брянская область, 103
Пензенская область, 102
Республика Саха (Якутия), 100
Рязанская область, 98
Саратовская область, 98
Ульяновская область, 98
Иркутская область, 95
Чувашская Республика, 91
Тульская область, 90
Краснодарский край, 89
Республика Башкортостан, 88
Омская область, 87
Самарская область, 86
Курская область, 83
Новосибирская область, 83
КабардиноБалкарская Республика, 80
Челябинская область, 80
Тамбовская область, 79
Республика Татарстан, 76
Владимирская область, 74
Ставропольский край, 74
Белгородская область, 73
Алтайский край, 69
Республика Северная Осетия, 67
Липецкая область, 65
Смоленская область, 65
Хабаровский край, 63
Орловская область, 61
ХантыМансийский АО, 58
Воронежская область, 57
Ленинградская область, 57
Приморский край, 53
Астраханская область, 51
Пермский край, 47
Республика Калмыкия, 46
Республика Тыва, 46
Забайкальский край, 43
Ивановская область, 42
Республика Ингушетия, 42
Оренбургская область, 42
Вологодская область, 41
Калининградская область, 41
Республика Марий Эл, 41
Республика Коми, 38
Архангельская область, 37
ЯмалоНенецкий АО, 36
Новгородская область, 35
Тюменская область, 35
Мурманская область, 34
Республика Бурятия, 34
Республика Мордовия, 32
Тверская область, 31
Республика Адыгея, 31
Республика Хакасия, 31
Псковская область, 30
Кировская область, 30
Томская область, 29
Амурская область, 23
Камчатский край, 23
Костромская область, 20
КарачаевоЧеркесская Республика, 20
Чеченская Республика, 20
Республика Карелия, 16
Удмуртская Республика, 15
Кемеровская область, 14
Республика Крым, 10
Магаданская область, 9
Курганская область, 8
Севастополь, 5
Сахалинская область, 3
Ненецкий АО, 2
Чукотский АО, 2
Еврейская АО, 1
