Москва, 1124
Московская область, 182
Республика Коми, 58
СанктПетербург, 35
Ульяновская область, 34
Нижегородская область, 32
Мурманская область, 23
Республика Марий Эл, 22
Краснодарский край, 20
Республика Башкортостан, 18
Ленинградская область, 17
Чувашская Республика, 15
Пензенская область, 15
Тамбовская область, 12
Калининградская область, 10
Ставропольский край, 10
Белгородская область, 8
Калужская область, 7
Липецкая область, 7
Орловская область, 7
Республика Адыгея, 7
Рязанская область, 6
Новгородская область, 6
Республика Бурятия, 6
Республика Тыва, 6
Тверская область, 5
Тульская область, 5
Республика Северная Осетия, 5
Ростовская область, 5
Владимирская область, 4
Воронежская область, 4
Республика Ингушетия, 4
КабардиноБалкарская Республика, 4
Пермский край, 4
Саратовская область, 4
Иркутская область, 4
Кемеровская область, 4
Хабаровский край, 4
Костромская область, 3
Вологодская область, 3
КарачаевоЧеркесская Республика, 3
Оренбургская область, 3
Тюменская область, 3
Республика Хакасия, 3
Новосибирская область, 3
Республика Крым, 3
Смоленская область, 2
Волгоградская область, 2
Республика Мордовия, 2
Удмуртская Республика, 2
Самарская область, 2
Свердловская область, 2
Омская область, 2
Еврейская АО, 2
Курская область, 1
Республика Дагестан, 1
Кировская область, 1
