Москва, 5392
Московская область, 1063
Нижегородская область, 354
СанктПетербург, 339
Красноярский край, 227
Свердловская область, 211
Республика Дагестан, 116
Краснодарский край, 99
Рязанская область, 98
Калужская область, 96
Ростовская область, 95
Челябинская область, 94
Тульская область, 90
Ярославская область, 83
Тамбовская область, 80
Республика Башкортостан, 80
КабардиноБалкарская Республика, 76
Республика Северная Осетия, 76
Брянская область, 75
Ленинградская область, 74
Волгоградская область, 74
ЯмалоНенецкий АО, 72
Республика Татарстан, 71
Курская область, 70
Тюменская область, 70
Ивановская область, 68
Самарская область, 66
Саратовская область, 64
Чувашская Республика, 62
Владимирская область, 61
Орловская область, 61
Новосибирская область, 55
Республика Саха (Якутия), 55
Белгородская область, 54
Оренбургская область, 53
Республика Тыва, 51
Приморский край, 48
Липецкая область, 47
Республика Ингушетия, 45
ХантыМансийский АО, 45
Воронежская область, 44
Астраханская область, 42
Хабаровский край, 42
Ставропольский край, 41
Кировская область, 41
Республика Бурятия, 39
Ульяновская область, 38
Архангельская область, 37
Республика Хакасия, 37
Республика Марий Эл, 36
Республика Мордовия, 35
Пензенская область, 35
Тверская область, 34
Омская область, 30
Пермский край, 28
Новгородская область, 27
Чеченская Республика, 26
Псковская область, 20
Алтайский край, 20
Иркутская область, 20
Забайкальский край, 20
Вологодская область, 19
Калининградская область, 19
Амурская область, 17
Томская область, 15
Камчатский край, 14
Костромская область, 12
Мурманская область, 12
Республика Карелия, 11
Республика Адыгея, 11
КарачаевоЧеркесская Республика, 10
Смоленская область, 9
Кемеровская область, 9
Республика Крым, 9
Удмуртская Республика, 6
Курганская область, 5
Республика Коми, 3
Республика Калмыкия, 3
Сахалинская область, 3
Еврейская АО, 3
Севастополь, 3
Республика Алтай, 2
Магаданская область, 2
