Москва, 1489
Московская область, 460
СанктПетербург, 121
Республика Коми, 97
Нижегородская область, 68
Тамбовская область, 35
Ленинградская область, 35
Смоленская область, 34
Рязанская область, 27
Пермский край, 27
Республика Татарстан, 23
Республика Башкортостан, 22
Красноярский край, 21
Ростовская область, 20
Республика Северная Осетия, 18
Владимирская область, 16
Республика Дагестан, 16
Калужская область, 15
Чеченская Республика, 15
ХантыМансийский АО, 15
Тюменская область, 14
Республика Мордовия, 13
Республика Марий Эл, 11
Самарская область, 11
Белгородская область, 10
Ивановская область, 10
Ставропольский край, 9
Республика Бурятия, 9
Воронежская область, 8
Оренбургская область, 8
Свердловская область, 8
Республика Хакасия, 8
Орловская область, 7
Вологодская область, 7
Республика Адыгея, 7
Томская область, 7
Удмуртская Республика, 6
Липецкая область, 5
Калининградская область, 5
Краснодарский край, 5
Саратовская область, 5
Челябинская область, 5
Алтайский край, 5
Иркутская область, 4
Приморский край, 4
КарачаевоЧеркесская Республика, 3
Волгоградская область, 2
Архангельская область, 1
Республика Саха (Якутия), 1
Магаданская область, 1
г Севастополь, 1
