Москва, 387
СанктПетербург, 48
Республика Дагестан, 9
Свердловская область, 9
Мурманская область, 6
Республика Бурятия, 6
Республика Татарстан, 5
Пензенская область, 5
Ленинградская область, 3
Ростовская область, 3
Воронежская область, 2
Астраханская область, 2
Республика Башкортостан, 2
Тюменская область, 2
Приморский край, 2
Костромская область, 1
Республика Калмыкия, 1
Нижегородская область, 1
Самарская область, 1
Алтайский край, 1
Иркутская область, 1
Хабаровский край, 1
Магаданская область, 1
Республика Крым, 1
