Москва, 1370
Московская область, 467
СанктПетербург, 154
Нижегородская область, 65
Республика Ингушетия, 63
Красноярский край, 60
Тамбовская область, 50
Республика Дагестан, 49
Чувашская Республика, 47
Тульская область, 44
Республика Башкортостан, 42
Мурманская область, 41
Ростовская область, 41
Республика Коми, 39
ХантыМансийский АО, 39
Рязанская область, 38
Брянская область, 37
Тверская область, 34
Орловская область, 32
Ленинградская область, 32
Курская область, 31
Республика Марий Эл, 29
Калужская область, 28
Ставропольский край, 28
Оренбургская область, 28
Новгородская область, 27
Тюменская область, 27
Смоленская область, 26
Ярославская область, 23
ЯмалоНенецкий АО, 22
Краснодарский край, 21
Республика Татарстан, 21
КабардиноБалкарская, 19
Ульяновская область, 19
Пермский край, 18
Республика Адыгея, 16
Ивановская область, 15
Вологодская область, 15
Удмуртская Республика, 15
Магаданская область, 15
Владимирская область, 14
Воронежская область, 14
Саратовская область, 14
Забайкальский край, 14
Хабаровский край, 14
Белгородская область, 13
Астраханская область, 13
Костромская область, 11
Липецкая область, 11
Волгоградская область, 11
Новосибирская область, 11
Камчатский край, 11
Самарская область, 10
Кировская область, 9
Алтайский край, 9
Калининградская область, 8
Республика Бурятия, 8
КарачаевоЧеркесская, 7
Пензенская область, 7
Свердловская область, 6
Иркутская область, 6
Томская область, 6
Псковская область, 5
Приморский край, 4
Чеченская Республика, 3
Кемеровская область, 3
Амурская область, 3
Республика Крым, 3
Челябинская область, 2
Республика Тыва, 2
Республика Саха (Якутия), 2
Республика Карелия, 1
Архангельская область, 1
Республика Калмыкия, 1
Курганская область, 1
Республика Хакасия, 1
Омская область, 1
Еврейская АО, 1
