Москва, 697
СанктПетербург, 69
Московская область, 67
Брянская область, 32
Калининградская область, 29
Ставропольский край, 19
Пензенская область, 19
ХантыМансийский АО, 19
ЯмалоНенецкий АО, 18
Ивановская область, 14
Республика Дагестан, 13
Республика Коми, 11
Краснодарский край, 11
Волгоградская область, 11
Пермский край, 11
Тульская область, 10
Ростовская область, 8
Владимирская область, 7
Свердловская область, 7
Тюменская область, 7
Республика Ингушетия, 6
Саратовская область, 6
Орловская область, 5
Ярославская область, 5
КабардиноБалкарская Республика, 5
Хабаровский край, 5
Калужская область, 4
Псковская область, 4
Республика Калмыкия, 4
Удмуртская Республика, 4
Омская область, 4
Белгородская область, 3
КарачаевоЧеркесская Республика, 3
Чувашская Республика, 3
Иркутская область, 3
Республика Башкортостан, 2
Кировская область, 2
Ульяновская область, 2
Республика Северная Осетия, 1
Чеченская Республика, 1
Челябинская область, 1
Приморский край, 1
Республика Крым, 1
