Москва, 434
Московская область, 49
СанктПетербург, 15
Брянская область, 12
Ивановская область, 10
Рязанская область, 6
Ленинградская область, 6
Костромская область, 5
Республика Бурятия, 4
Орловская область, 3
Республика Коми, 3
Чеченская Республика, 3
Кировская область, 3
Челябинская область, 3
Алтайский край, 3
Амурская область, 3
Воронежская область, 2
Тульская область, 2
Ярославская область, 2
Республика Адыгея, 2
Белгородская область, 1
Калужская область, 1
Смоленская область, 1
Тамбовская область, 1
Вологодская область, 1
Республика Северная Осетия, 1
Республика Мордовия, 1
Удмуртская Республика, 1
Курганская область, 1
Свердловская область, 1
Омская область, 1
Сахалинская область, 1
