Москва, 3561
Московская область, 797
СанктПетербург, 349
Свердловская область, 232
Нижегородская область, 179 
Республика Дагестан, 164
Калужская область, 121
Ставропольский край, 89
Брянская область, 88
Мурманская область, 86
Ростовская область, 83
Тульская область, 82
Республика Башкортостан, 77
Республика Северная Осетия, 73
Республика Татарстан, 71
Курская область, 66
Краснодарский край, 66
Ярославская область, 64
Тамбовская область, 63
Новосибирская область, 55
ЯмалоНенецкий АО, 51
Оренбургская область, 49
Саратовская область, 49
Красноярский край, 48
Республика Ингушетия, 47
Владимирская область, 46
КарачаевоЧеркесская Республика, 46
Ивановская область, 44
Ленинградская область, 44
Пензенская область, 44
Челябинская область, 44
Рязанская область, 43
КабардиноБалкарская Республика, 43
Волгоградская область, 42
Чувашская Республика, 41
Алтайский край, 41
Республика Калмыкия, 39
Орловская область, 37
Калининградская область, 37
Воронежская область, 36
Липецкая область, 3
Республика Марий Эл, 31
Республика Мордовия, 30
Хабаровский край, 30
Тверская область, 29
Белгородская область, 28
Республика Коми, 28
Приморский край, 27
Смоленская область, 26
Республика Бурятия, 26
Самарская область, 25
Республика Хакасия, 25
Пермский край, 24
Ульяновская область, 23
Республика Саха (Якутия), 22
Забайкальский край, 20
Чеченская Республика, 19
Астраханская область, 19
Новгородская область, 18
Кировская область, 18
ХантыМансийский АО, 18
Иркутская область, 18
Костромская область, 16
Камчатский край, 16
Архангельская область, 15
Вологодская область, 11
Амурская область, 11
Омская область, 10
Удмуртская Республика, 9
Магаданская область, 9
Республика Карелия, 8
Томская область, 8
Тюменская область, 7
Еврейская АО, 7
г Севастополь, 7
Республика Тыва, 6
Курганская область, 5
Псковская область, 4
Республика Крым, 3
Республика Адыгея, 2
Кемеровская область, 2
Чукотский АО, 2
Ненецкий АО, 1
Республика Алтай, 1
Сахалинская область, 1
