Москва, 660
Московская область, 95
СанктПетербург, 34
Ленинградская область, 32
Республика Марий Эл, 27
Мурманская область, 25
Краснодарский край, 24
Нижегородская область, 24
Липецкая область, 18
Республика Коми, 18
Республика Ингушетия, 18
Рязанская область, 15
ЯмалоНенецкий АО, 11
Воронежская область, 10
КабардиноБалкарская, 10
Чувашская Республика, 9
Оренбургская область, 8
Хабаровский край, 8
Республика Мордовия, 7
Республика Бурятия, 7
Красноярский край, 7
Приморский край, 7
Курская область, 6
Тамбовская область, 6
Республика Северная Осетия, 6
Алтайский край, 6
Тульская область, 5
Чеченская Республика, 5
Свердловская область, 5
Сахалинская область, 5
Белгородская область, 4
Смоленская область, 4
Тверская область, 4
Вологодская область, 4
Республика Калмыкия, 4
Ростовская область, 4
Республика Башкортостан, 4
ХантыМансийский АО, 3
Забайкальский край, 3
Еврейская АО, 3
Владимирская область, 2
КарачаевоЧеркесская, 2
Кемеровская область, 2
Новосибирская область, 2
Брянская область, 1
Калининградская область, 1
Республика Дагестан, 1
Пензенская область, 1
Самарская область, 1
Саратовская область, 1
Курганская область, 1
Республика Хакасия, 1
Омская область, 1
Томская область, 1
Республика Саха (Якутия), 1
Республика Крым, 1
