Москва, 5551
Московская область, 1133
СанктПетербург, 414
Нижегородская область, 262
Свердловская область, 139
Волгоградская область, 119
Краснодарский край, 99
Республика Дагестан, 93
Тамбовская область, 91
Челябинская область, 90
Калужская область, 89
Тульская область, 89
Ростовская область, 89
Рязанская область, 88
Республика Татарстан, 85
Владимирская область, 83
Ивановская область, 79
КабардиноБалкарская Республика, 77
Республика Башкортостан, 75
Новосибирская область, 75
Самарская область, 74
Тюменская область, 73
Красноярский край, 73
ЯмалоНенецкий АО, 72
Курская область, 71
Смоленская область, 70
Республика Северная Осетия, 70
Саратовская область, 69
Брянская область, 68
Ленинградская область, 67
ХантыМансийский АО, 67
Ярославская область, 63
Чувашская Республика, 63
Астраханская область, 58
Орловская область, 50
Белгородская область, 48
Липецкая область, 48
Приморский край, 48
Республика Ингушетия, 47
Республика Мордовия, 46
Кировская область, 46
Тверская область, 45
Калининградская область, 42
Оренбургская область, 42
Ульяновская область, 42
Пензенская область, 41
Воронежская область, 39
Ставропольский край, 38
Омская область, 34
Хабаровский край, 34
Забайкальский край, 33
Республика Саха (Якутия), 33
Мурманская область, 31
Новгородская область, 28
Алтайский край, 28
Чеченская Республика, 26
Архангельская область, 25
Республика Бурятия, 22
Республика Хакасия, 22
Республика Марий Эл, 21
Республика Тыва, 21
Республика Карелия, 20
Республика Коми, 20
Вологодская область, 19
Кемеровская область, 19
Томская область, 19
Республика Калмыкия, 18
КарачаевоЧеркесская Республика, 18
Удмуртская Республика, 18
Иркутская область, 18
Псковская область, 16
Костромская область, 14
Камчатский край, 13
Республика Крым, 12
Пермский край, 8
Амурская область, 5
Республика Адыгея, 4
Еврейская АО, 4
г Севастополь, 3
Курганская область, 2
Чукотский АО, 2
Республика Алтай, 1
Магаданская область, 1
