Москва, 2595
Московская область, 757
СанктПетербург, 369
Нижегородская область, 301
Свердловская область, 265
Ростовская область, 178
Волгоградская область, 158
Саратовская область, 142
Архангельская область, 137
Челябинская область, 136
ХантыМансийский АО, 136
Красноярский край, 128
Республика Дагестан, 125
Республика Саха (Якутия), 111
Брянская область, 107
Тульская область, 104
Новосибирская область, 104
Ульяновская область, 97
Иркутская область, 90
Калужская область, 89
Смоленская область, 88
Белгородская область, 87
Чувашская Республика, 87
Пензенская область, 87
Самарская область, 85
Воронежская область, 82
Ставропольский край, 81
Краснодарский край, 80
Курская область, 78
Ивановская область, 77
Ярославская область, 77
КабардиноБалкарская Республика, 77
Рязанская область, 76
Липецкая область, 75
Орловская область, 75
Республика Башкортостан, 75
Алтайский край, 69
Омская область, 69
Тамбовская область, 67
ЯмалоНенецкий АО, 65
Хабаровский край, 63
КарачаевоЧеркесская Республика, 62
Владимирская область, 59
Псковская область, 59
Астраханская область, 59
Республика Тыва, 58
Пермский край, 57
Ленинградская область, 54
Кировская область, 54
Оренбургская область, 54
Республика Татарстан, 52
Приморский край, 52
Новгородская область, 51
Республика Северная Осетия, 50
Калининградская область, 48
Вологодская область, 47
Забайкальский край, 45
Тверская область, 44
Камчатский край, 44
Мурманская область, 41
Республика Адыгея, 41
Республика Марий Эл, 41
Костромская область, 39
Республика Ингушетия, 39
Республика Калмыкия, 35
Республика Мордовия, 35
Тюменская область, 30
Республика Коми, 29
Республика Бурятия, 29
Кемеровская область, 25
Республика Хакасия, 24
Республика Карелия, 23
Удмуртская Республика, 23
Томская область, 21
Амурская область, 20
Чеченская Республика, 18
Сахалинская область, 14
Курганская область, 13
Еврейская АО, 10
Республика Алтай, 6
Республика Крым, 6
Магаданская область, 5
Чукотский АО, 2
Ненецкий АО, 1
